brand	model_name,camera_type,sensor_name,sensor_brand,sensor_extra,sensor_size_mm,sensor_size_inch,resolution_mp,resolution_w,resolution_h,pixel_size_h,pixel_size_v,shutter,frame_rate,line_rate,spectrum,spectrum_min_nm,spectrum_max_nm,sensor_color,lens_mount,interface,interface_power,pixel_format,sensor_architecture,weight_g,dimension_w,dimension_h,dimension_l
Hikrobot	MV-CA017-10GC,area,IMX432,Sony,,,"1.1""",1.78,1608.0,1104.0,9.0,9.0,global,68.5,,,,,,C-mount,GigE,,"Mono 8/10/12, Bayer RG 8/10/10p/12/12p, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,100,29,44,59
Hikrobot	MV-CA020-10GM,area,IMX430,Sony,,,"1/1.7""",2.01,1624.0,1240.0,4.5,4.5,global,60.0,,,,,,C-mount,GigE,,Mono 8/10/10p/12/12p,CMOS,68,29,29,42
Hikrobot	MV-CA020-10GC,area,IMX430,Sony,,,"1/1.7""",2.01,1624.0,1240.0,4.5,4.5,global,60.0,,,,,,C-mount,GigE,,"Mono 8/10/12, RGB 8, BGR 8,, Bayer GB 8/10/10p/12/12p, YUV422Packed, YUV422_YUYV_Packed",CMOS,68,29,29,42
Hikrobot	MV-CA020-10UM,area,IMX430,Sony,,,"1/1.7""",2.01,1624.0,1240.0,4.5,4.5,global,89.1,,,,,,C-mount,"USB3, USB2",,Mono 8/10/10p/12/12p,CMOS,80,29,29,30
Hikrobot	MV-CA020-10UC,area,IMX430,Sony,,,"1/1.7""",2.01,1624.0,1240.0,4.5,4.5,global,89.1,,,,,,C-mount,"USB3, USB2",,"Mono 8/10/12, Bayer RG 8/10/10p/12/12p, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,80,29,29,30
Hikrobot	MV-CA023-10GM,area,IMX249,Sony,,,"1/1.2""",2.3,1920.0,1200.0,5.86,5.86,global,41.0,,,,,,C-mount,GigE,,Mono 8/10/10p/12/12p,CMOS,68,29,29,42
Hikrobot	MV-CA023-10GC,area,IMX249,Sony,,,"1/1.2""",2.3,1920.0,1200.0,5.86,5.86,global,41.0,,,,,,C-mount,GigE,,"Mono 8/10/12, Bayer RG 8/10/10p/12/12p, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,68,29,29,42
Hikrobot	MV-CA023-10UM,area,IMX249,Sony,,,"1/1.2""",2.3,1920.0,1200.0,5.86,5.86,global,41.0,,,,,,C-mount,"USB3, USB2",,Mono 8/10/10p/12/12p,CMOS,56,29,29,30
Hikrobot	MV-CA023-10UC,area,IMX249,Sony,,,"1/1.2""",2.3,1920.0,1200.0,5.86,5.86,global,40.0,,,,,,C-mount,"USB3, USB2",,"Mono 8/10/12, Bayer RG 8/10/10p/12/12p, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,56,29,29,30
Hikrobot	MV-CA032-10GM,area,IMX265,Sony,,,"1/1.8""",3.15,2048.0,1536.0,3.45,3.45,global,37.5,,,,,,C-mount,GigE,,Mono 8/10/10p/12/12p,CMOS,68,29,29,42
Hikrobot	MV-CA032-10GC,area,IMX265,Sony,,,"1/1.8""",3.15,2048.0,1536.0,3.45,3.45,global,37.5,,,,,,C-mount,GigE,,"Mono 8/10/12, Bayer RG 8/10/10p/12/12p, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,68,29,29,42
Hikrobot	MV-CA050-12GC,area,IMX264,Sony,,,"2/3""",5.01,2448.0,2048.0,3.45,3.45,global,24.1,,,,,,C-mount,GigE,,"Mono 8/10/12, Bayer RG 8/10/10p/12/12p, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,88,29,29,42
Hikrobot	MV-CA050-12UM,area,IMX264,Sony,,,"2/3""",5.01,2448.0,2048.0,3.45,3.45,global,47.0,,,,,,C-mount,"USB3, USB2",,Mono 8/10/10p/12/12p,CMOS,80,29,29,30
Hikrobot	MV-CA050-12UC,area,IMX264,Sony,,,"2/3""",5.01,2448.0,2048.0,3.45,3.45,global,60.0,,,,,,C-mount,"USB3, USB2",,"Mono 8/10/12, Bayer RG 8/10/10p/12/12p, YUV422Packed, YUV422_YUYV_Packed, RGB 8, BGR 8",CMOS,80,29,29,30
Hikrobot	MV-CA050-20UM,area,PYTHON5000,,,,"1""",5.31,2592.0,2048.0,4.8,4.8,global,71.8,,,,,,C-mount,"USB3, USB2",,Mono 8/10/10p/12/12p,CMOS,56,29,29,30
Hikrobot	MV-CA050-10GM,area,IMX264,Sony,,,"2/3""",5.01,2448.0,2048.0,3.45,3.45,global,24.1,,,,,,C-mount,GigE,,Mono 8/10/10p/12/12p,CMOS,68,29,29,42
Hikrobot	MV-CA050-20GM,area,PYTHON5000,,,,"1""",5.31,2592.0,2048.0,4.8,4.8,global,22.0,,,,,,C-mount,GigE,,Mono 8/10/10p/12/12p,CMOS,68,29,29,42
Hikrobot	MV-CA060-11GM,area,IMX178,Sony,,,"1/1.8""",6.29,3072.0,2048.0,2.4,2.4,rolling,17.0,,,,,,C-mount,GigE,,Mono 8/10/10p/12/12p,CMOS,68,29,29,42
Hikrobot	MV-CM2020C-0H,area,,,,,"1/2""",2.07,1920.0,1080.0,3.75,3.75,rolling,60.0,,Color,,,Color,C-mount,,,,CMOS,220,50,50,55.4
Hikrobot	MV-CM3040C-1H,area,,,,,"1/1.88""",3.69,2560.0,1440.0,2.9,2.9,rolling,30.0,,Color,,,Color,C-mount,,,,CMOS,430,75,75,86.9
Hikrobot	MV-CM3040C-1H(MSD),area,,,,,"1/1.88""",3.69,2560.0,1440.0,2.9,2.9,rolling,30.0,,Color,,,Color,C-mount,,,,CMOS,430,75,75,86.9
Hikrobot	MV-CM3120C-1H,area,,,,,"1/1.56""",12.39,4096.0,3024.0,2.0,2.0,rolling,30.0,,Color,,,Color,C-mount,,,,CMOS,461,75,75,87.3
Hikrobot	MVAC-PY-FV373-D3XF,area,,,,,"1""",4.0,,,5.5,5.5,global,90.1,,Color,,,Color,C-mount,"USB3, USB2",,"Mono 8/10/12, <br/>Bayer GB 8/10/10Packed/12/12Packed, <br/>YUV422Packed, <br/>YUV422_YUYV_Packed,RGB 8, BGR",CMOS,88,29,29,30
Hikrobot	MV-DV4024-50GM,area,IMX226,Sony,,,"1/1.7""",12.22,4024.0,3036.0,1.85,1.85,rolling,9.7,,Mono,,,Mono,C-mount,GigE,,Mono 8/10/10Packed/12/12Packed,CMOS,100,29,29,42
Hikrobot	MVAC-PY-FX453-43XP,area,IMX226,Sony,,,"1/1.7""",12.22,4024.0,3036.0,1.85,1.85,rolling,29.2,,Color,,,Color,C-mount,"USB3, USB2",,Bayer RG 8/10/10Packed/12/12Packed,CMOS,76,29,29,30
Hikrobot	MV-CL022-91GM,line,,,,,,,2048.0,1.0,14.0,14.0,,,56.0,,,,,M42x1,GigE,,Mono 8/10/12,CMOS,280,62,62,41
Hikrobot	MV-CL022-91GC,line,,,,,,,2048.0,2.0,14.0,14.0,,,40.0,,,,,M42x1,GigE,,"Mono 8/10/12, Bayer RG 8/10/12, RGB 8, BGR 8",CMOS,280,62,62,41
Hikrobot	MV-CL024-91GM,line,,,,,,,2048.0,2.0,7.0,7.0,,,58.0,,,,,M42x1,GigE,,Mono 8/10/12,CMOS,256,62,62,40.5
Hikrobot	MV-CL024-91GC,line,,,,,,,2048.0,3.0,7.0,7.0,,,58.0,,,,,M42x1,GigE,,"Mono 8, Bayer RG 8/10/12, RGB 8, BGR 8",CMOS,256,62,62,40.5
Hikrobot	MV-CL042-91GM,line,,,,,,,4096.0,2.0,7.0,7.0,,,28.0,,,,,M42x1,GigE,,Mono 8/10/12,CMOS,280,62,62,41
Hikrobot	MV-CL042-91GC,line,,,,,,,4096.0,2.0,7.0,7.0,,,28.0,Color,,,Color,M42x1,GigE,,"Mono 8/10/12, Bayer RG 8/10/12, RGB 8, BGR 8, Bayer RBGG 8",CMOS,280,62,62,41
Hikrobot	MV-CL042-91CM,line,,,,,,,4096.0,2.0,7.0,,,,40.5,,,,,M42x1,Camera Link,,Mono 8/10/12,CMOS,238,62,62,36.9
Hikrobot	MV-CL042-91CM,line,,,,,,,4096.0,2.0,7.0,,,,40.5,,,,,M42x1,Camera Link,,Mono 8/10/12,CMOS,238,62,62,36.9
Hikrobot	MV-CL042-91CC,line,,,,,,,4096.0,2.0,7.0,,,,40.0,,,,,M42x1,Camera Link,,"Mono 8, RGB 8, Bayer RGBG 8",CMOS,238,62,62,36.9
Hikrobot	MV-CL042-91CC,line,,,,,,,4096.0,2.0,7.0,,,,40.0,,,,,M42x1,Camera Link,,"Mono 8, RGB 8, Bayer RGBG 8",CMOS,238,62,62,36.9
Hikrobot	MV-CL042-91CM-V2,line,,,,,,,4096.0,2.0,7.0,,,,40.5,,,,,M42x1,Camera Link,,Mono 8/10/12,CMOS,238,62,62,36.9
Hikrobot	MV-CL042-91FM,line,,,,,,,4096.0,2.0,7.0,7.0,,,195.0,Mono,,,Mono,M42x1,,,Mono 8/10/12,CMOS,300,101.2,62,70.7
Hikrobot	MV-CL042-91FC,line,,,,,,,4096.0,2.0,7.0,7.0,,,,,,,,M42x1,,,"Bayer RG 8/10/12, Bayer RBGG 8, RGB 8, BGR 8, Mono 8/10/12",CMOS,300,101.2,62,70.7
Hikrobot	MV-CL043-A1GM-V2,line,,,,,,,4096.0,3.0,7.0,7.0,,,28.0,,,,,M42x1,GigE,,Mono 8/10/12,CMOS,280,62,62,41
Hikrobot	MV-CL043-A1GC,line,,,,,,,4096.0,3.0,7.0,7.0,,,28.0,,,,,M42x1,GigE,,"Bayer RG 8, RGB 8, BGR 8, Mono 8",CMOS,280,62,62,41
Hikrobot	MV-CL044-91NM,line,,,,,,,4096.0,4.0,7.0,7.0,,,75.3,,,,,M42x1,"2.5GigE, GigE",,Mono 8/10/12,CMOS,260,62,62,46.1
Hikrobot	MV-CL044-91NC,line,,,,,,,4096.0,3.0,7.0,7.0,,,75.3,,,,,M42x1,"2.5GigE, GigE",,"RGB 8, BGR 8, Bayer RG 8/10, Mono 8",CMOS,260,62,62,46.1
Hikrobot	MV-CL081-41CM,line,,,,,,,8192.0,1.0,7.0,,,,20.0,,,,,M72x0.75,Camera Link,,Mono 8/10/12,CMOS,320,76,76,42.1
Hikrobot	MV-CL161-41CM,line,,,,,,,16384.0,1.0,3.5,,,,10.0,,,,,M72x0.75,Camera Link,,Mono 8/10/12,CMOS,320,76,76,42.1
Hikrobot	MV-CL161-41CM,line,,,,,,,16384.0,1.0,3.5,,,,10.0,,,,,M72x0.75,Camera Link,,Mono 8/10/12,CMOS,320,76,76,42.1
Hikrobot	MV-CL166-91F2C,line,,,,,,,16384.0,12.0,5.0,5.0,,,47.3,,,,,M90x1,,,"RGB 8, BGR 8",CMOS,923,99,99,83.4
Hikrobot	MV-CL081-B0F2M,line,,,,,,,8192.0,1.0,7.0,7.0,,,240.0,Mono,,,Mono,M72x0.75,,,Mono 8/10/12,CMOS,600,132,76,55.5
Hikrobot	MV-CL083-B0F2C,line,,,,,,,8192.0,3.0,7.0,7.0,,,71.0,Color,,,Color,M72x0.75,,,"RGB 8, BGR 8, Mono 8, Bayer RG 8/10",CMOS,600,132,76,55.5
